#
# Options:
#   /data/jwen929/mobile/.venv/lib64/python3.12/site-packages/eiq_nsys/nsys_rel/nsys /data/jwen929/mobile/.venv/lib64/python3.12/site-packages/eiq_neutron_sdk/target/imxrt700/cmodel/NeutronFirmware.elf -nc /data/jwen929/mobile/pytorch_ref/executorch/examples/nxp/executor_runner/neutron-imxrt700.ini --mem-shared-path ddr_850193_temp -mic=0 -dc -fep -sce --sce 
#

TEST id=0
INIT

CORE n=zenv

MD n=Mem ra=0x00000000800000b8 d=0x0000d317	#	(54039)
MD n=Mem ra=0x00000000800000bc d=0x99430067	#	(2571305063)
MD n=Mem ra=0x00000000800000c0 d=0x872a433d	#	(2267693885)
MD n=Mem ra=0x00000000800000c4 d=0x02c37363	#	(46363491)
MD n=Mem ra=0x00000000800000c8 d=0x00f77793	#	(16218003)
MD n=Mem ra=0x00000000800000cc d=0xe5adefbd	#	(3853381565)
MD n=Mem ra=0x00000000800000d0 d=0xff067693	#	(4278613651)
MD n=Mem ra=0x00000000800000d4 d=0x96ba8a3d	#	(2528807485)
MD n=Mem ra=0x00000000800000d8 d=0xc34cc30c	#	(3276587788)
MD n=Mem ra=0x00000000800000dc d=0xc74cc70c	#	(3343697676)
MD n=Mem ra=0x00000000800000e0 d=0x6be30741	#	(1810040641)
MD n=Mem ra=0x00000000800000e4 d=0xe211fed7	#	(3792830167)
MD n=Mem ra=0x00000000800000e8 d=0x06b38082	#	(112427138)
MD n=Mem ra=0x00000000800000ec d=0x068a40c3	#	(109723843)
MD n=Mem ra=0x00000000800000f0 d=0x00000297	#	(663)
MD n=Mem ra=0x00000000800000f4 d=0x80679696	#	(2154272406)
MD n=Mem ra=0x00000000800000f8 d=0x072300a6	#	(119734438)
MD n=Mem ra=0x00000000800000fc d=0x06a300b7	#	(111345847)
MD n=Mem ra=0x0000000080000100 d=0x062300b7	#	(102957239)
MD n=Mem ra=0x0000000080000104 d=0x05a300b7	#	(94568631)
MD n=Mem ra=0x0000000080000108 d=0x052300b7	#	(86180023)
MD n=Mem ra=0x000000008000010c d=0x04a300b7	#	(77791415)
MD n=Mem ra=0x0000000080000110 d=0x042300b7	#	(69402807)
MD n=Mem ra=0x0000000080000114 d=0x03a300b7	#	(61014199)
MD n=Mem ra=0x0000000080000118 d=0x032300b7	#	(52625591)
MD n=Mem ra=0x000000008000011c d=0x02a300b7	#	(44236983)
MD n=Mem ra=0x0000000080000120 d=0x022300b7	#	(35848375)
MD n=Mem ra=0x0000000080000124 d=0x01a300b7	#	(27459767)
MD n=Mem ra=0x0000000080000128 d=0x012300b7	#	(19071159)
MD n=Mem ra=0x000000008000012c d=0x00a300b7	#	(10682551)
MD n=Mem ra=0x0000000080000130 d=0x002300b7	#	(2293943)
MD n=Mem ra=0x0000000080000134 d=0x808200b7	#	(2156003511)
MD n=Mem ra=0x0000000080000138 d=0x0ff5f593	#	(267777427)
MD n=Mem ra=0x000000008000013c d=0x00859693	#	(8754835)
MD n=Mem ra=0x0000000080000140 d=0x96938dd5	#	(2526252501)
