job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w75:313	0	COMPOSITIONAL	logical_and	alias_copy;bitwise_left_shift	AB_OK	3	3	VALUE
w77:565	3	SIBLING_DEPENDENT	div	constant_pad_nd	AB_OK	3	3	ZEROED
w79:547	2	SIBLING_DEPENDENT	permute_copy	expand_copy	AB_OK	3	3	ZEROED
w81:230	2	SIBLING_DEPENDENT	min	permute_copy	AB_OK	3	3	ZEROED
w83:376	1	COMPOSITIONAL	log10	remainder	AB_OK	3	3	NONFINITE
w85:286	1	SIBLING_DEPENDENT	ne	clone	AB_OK	3	3	VALUE
w87:490	0	SIBLING_DEPENDENT	acosh	squeeze_copy	AB_OK	3	3	NONFINITE
w89:291	1	COMPOSITIONAL	neg	prod	AB_OK	3	3	VALUE
w8:52	0	SIBLING_DEPENDENT	rsqrt	rsqrt	AB_OK	3	3	NONFINITE
w93:212	0	COMPOSITIONAL	alias_copy	remainder	AB_OK	3	3	ALIAS:L0
w95:15	0	COMPOSITIONAL	split_with_sizes_copy	bitwise_left_shift	AB_OK	3	3	NONFINITE
w97:383	1	COMPOSITIONAL	_softmax	native_group_norm	AB_OK	3	3	NONFINITE
w99:148	1	COMPOSITIONAL	rsqrt	bitwise_left_shift	AB_OK	3	3	VALUE
w9:340	1	COMPOSITIONAL	logit	bitwise_left_shift;constant_pad_nd	AB_OK	3	3	VALUE
