job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w27:477	1	COMPOSITIONAL	narrow_copy	native_group_norm;pow	AB_OK	3	3	NONFINITE
w29:743	1	COMPOSITIONAL	div	_to_copy;broadcast_to	AB_OK	3	3	SCALE:0.500
w30:584	1	SIBLING_DEPENDENT	fmod	select_scatter	AB_OK	3	3	ZEROED
w33:731	4	COMPOSITIONAL	fmod	prod	AB_OK	3	3	VALUE
w35:9	1	SIBLING_DEPENDENT	prod	constant_pad_nd	AB_OK	3	3	NONFINITE
w37:95	0	COMPOSITIONAL	prod	native_group_norm	AB_OK	3	3	VALUE
w3:115	1	SIBLING_DEPENDENT	sub	unbind_copy	AB_OK	3	3	VALUE
w41:359	1	SIBLING_DEPENDENT	prod	constant_pad_nd	AB_OK	3	3	ZEROED
w43:279	0	SIBLING_DEPENDENT	index	pow	AB_OK	3	3	NONFINITE
w45:187	0	SIBLING_DEPENDENT	narrow_copy	mul	AB_OK	3	3	ZEROED
w47:580	0	SIBLING_DEPENDENT	log10	narrow_copy	AB_OK	3	3	NONFINITE
w49:644	0	COMPOSITIONAL	logical_and	remainder;fmod;argmin	AB_OK	3	3	ZEROED
w4:689	2	COMPOSITIONAL	log2	remainder	AB_OK	3	3	NONFINITE
w51:439	0	COMPOSITIONAL	roll	bitwise_right_shift;bitwise_left_shift	AB_OK	3	3	VALUE
w53:416	3	SIBLING_DEPENDENT	max	squeeze_copy	AB_OK	3	3	ZEROED
w55:44	0	SIBLING_DEPENDENT	asinh	unbind_copy	AB_OK	3	3	NONFINITE
w57:374	1	COMPOSITIONAL	fmod	ne;bitwise_not;remainder	AB_OK	3	3	VALUE
w59:696	0	COMPOSITIONAL	sin	native_group_norm	AB_OK	3	3	NONFINITE
w60:184	0	SIBLING_DEPENDENT	logical_xor	pow	AB_OK	3	3	VALUE
w61:468	1	COMPOSITIONAL	gt	constant_pad_nd;_to_copy;clamp;index_select;tanh;squeeze_copy	AB_OK	3	3	ZEROED
w62:5	2	SIBLING_DEPENDENT	prod	constant_pad_nd	AB_OK	3	3	ZEROED
w64:581	0	SIBLING_DEPENDENT	remainder	leaky_relu	AB_OK	3	3	ZEROED
w66:39	0	SIBLING_DEPENDENT	hardtanh	fill	AB_OK	3	3	SCALE:17.847
w68:140	3	SIBLING_DEPENDENT	prod	constant_pad_nd	AB_OK	3	3	NONFINITE
w6:114	1	SIBLING_DEPENDENT	expand_copy	gt	AB_OK	3	3	NONFINITE
w70:25	3	SIBLING_DEPENDENT	fmod	clone	AB_OK	3	3	NONFINITE
w71:499	1	COMPOSITIONAL	var_mean	floor_divide	AB_OK	3	3	VALUE
w73:603	1	COMPOSITIONAL	asinh	view_copy;round;_to_copy;expand_copy	AB_OK	3	3	VALUE
w76:754	0	COMPOSITIONAL	exp	remainder	AB_OK	3	3	VALUE
w78:58	0	SIBLING_DEPENDENT	repeat	tan	AB_OK	3	3	ZEROED
w80:146	1	COMPOSITIONAL	div	broadcast_to;_to_copy	AB_OK	3	3	NONFINITE
w82:606	2	COMPOSITIONAL	floor_divide	remainder	AB_OK	3	3	NONFINITE
w84:515	2	SIBLING_DEPENDENT	squeeze_copy	lift_fresh_copy	AB_OK	3	3	ZEROED
w86:679	0	COMPOSITIONAL	pow	fill	AB_OK	3	3	ZEROED
w88:642	0	SIBLING_DEPENDENT	clamp	abs	AB_OK	3	3	ZEROED
w89:649	1	COMPOSITIONAL	sub	broadcast_to;_to_copy	AB_OK	3	3	VALUE
w91:541	0	COMPOSITIONAL	rsub	bitwise_left_shift	AB_OK	3	3	VALUE
w94:203	0	SIBLING_DEPENDENT	div	transpose_copy	AB_OK	3	3	NONFINITE
w95:696	1	COMPOSITIONAL	log1p	round;bitwise_left_shift	AB_OK	3	3	NONFINITE
w98:464	0	SIBLING_DEPENDENT	ceil	sqrt	AB_OK	3	3	ZEROED
w99:534	2	COMPOSITIONAL	rsqrt	native_group_norm	AB_OK	3	3	NONFINITE
