job	out	verdict	tgt_op	trigger_ops	ab	n_div	n_rep	mechanism
w30:359	2	COMPOSITIONAL	floor_divide	_to_copy;broadcast_to;prod	AB_OK	3	3	NONFINITE
w32:617	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w35:585	3	SIBLING_DEPENDENT	constant_pad_nd	prod	AB_OK	3	3	ZEROED
w37:551	2	SIBLING_DEPENDENT	fmod	slice_scatter	AB_OK	3	3	ZEROED
w39:25	0	COMPOSITIONAL	div	floor_divide;clamp	AB_OK	3	3	NONFINITE
w40:2	0	COMPOSITIONAL	var_mean	max;sin;broadcast_to;expand_copy;minimum	AB_OK	3	3	ZEROED
w43:103	1	SIBLING_DEPENDENT	copy	expand_copy	AB_OK	3	3	NONFINITE
w44:451	0	SIBLING_DEPENDENT	max_pool2d_with_indices_backward	fmod;log2	AB_OK	3	3	NONFINITE
w47:320	0	COMPOSITIONAL	sign	bitwise_left_shift	AB_OK	3	3	VALUE
w49:131	0	SIBLING_DEPENDENT	view_copy	ceil	AB_OK	3	3	ZEROED
w4:516	1	COMPOSITIONAL	trunc	bitwise_left_shift	AB_OK	3	3	VALUE
w51:262	0	COMPOSITIONAL	fmod	remainder;expand_copy	AB_OK	3	3	VALUE
w52:767	3	SIBLING_DEPENDENT	prod	detach_copy	AB_OK	3	3	NONFINITE
w55:125	0	COMPOSITIONAL	tan	cosh	AB_OK	3	3	VALUE
w57:268	2	COMPOSITIONAL	any	bitwise_left_shift	AB_OK	3	3	VALUE
w59:389	0	COMPOSITIONAL	maximum	remainder	AB_OK	3	3	SCALE:-0.250
w5:415	4	SIBLING_DEPENDENT	max	transpose_copy	AB_OK	3	3	NONFINITE
w61:353	0	COMPOSITIONAL	unfold_copy	native_group_norm	AB_OK	3	3	VALUE
w62:112	3	SIBLING_DEPENDENT	atanh	scatter	AB_OK	3	3	NONFINITE
w64:248	1	SIBLING_DEPENDENT	trunc	lift_fresh_copy	AB_OK	3	3	ZEROED
w65:767	0	COMPOSITIONAL	abs	trunc;fill	AB_OK	3	3	ZEROED
w67:656	0	COMPOSITIONAL	mul	mean;native_layer_norm	AB_OK	3	3	VALUE
w69:691	2	COMPOSITIONAL	atan2	elu	AB_OK	3	3	VALUE
w6:678	2	COMPOSITIONAL	div	sum	AB_OK	3	3	VALUE
w71:21	1	SIBLING_DEPENDENT	abs	abs	AB_OK	3	3	ZEROED
w73:147	1	SIBLING_DEPENDENT	remainder	pow	AB_OK	3	3	NONFINITE
w76:576	0	SIBLING_DEPENDENT	flip	fmod	AB_OK	3	3	ZEROED
w78:168	1	COMPOSITIONAL	remainder	clone;floor_divide	AB_OK	3	3	ZEROED
w7:326	0	SIBLING_DEPENDENT	squeeze_copy	remainder	AB_OK	3	3	ZEROED
w82:146	2	SIBLING_DEPENDENT	ne	div;clone	AB_OK	3	3	ALIAS:n4
w84:182	1	COMPOSITIONAL	cos	asin;rsub;detach_copy	AB_OK	3	3	VALUE
w86:125	1	COMPOSITIONAL	minimum	native_group_norm;tril	AB_OK	3	3	VALUE
w88:13	0	COMPOSITIONAL	maximum	min;squeeze_copy;fill	AB_OK	3	3	ZEROED
w89:442	1	SIBLING_DEPENDENT	sign	squeeze_copy	AB_OK	3	3	NONFINITE
w91:103	0	SIBLING_DEPENDENT	logical_xor	transpose_copy	AB_OK	3	3	VALUE
w93:501	0	COMPOSITIONAL	argmin	remainder	AB_OK	3	3	ZEROED
w95:4	0	SIBLING_DEPENDENT	rsqrt	div	AB_OK	3	3	NONFINITE
w98:147	4	SIBLING_DEPENDENT	prod	clone	AB_OK	3	3	ZEROED
w99:308	2	COMPOSITIONAL	gt	bitwise_left_shift	AB_OK	3	3	VALUE
w9:94	1	COMPOSITIONAL	elu	transpose_copy;_softmax;bitwise_left_shift;rsub	AB_OK	3	3	VALUE
