w114:621	2	out[2] max|delta|=4.330e+06 (rtol=0.0 atol=0.0)
w114:667	4	out[4] max|delta|=2.000e+00 (rtol=0.0 atol=0.0)
w114:707	2	out[2] max|delta|=2.344e-02 (rtol=0.01 atol=0.001)
w115:117	2	out[2] max|delta|=5.000e+00 (rtol=0.0 atol=0.0)
w115:110	2	out[2] max|delta|=6.000e+00 (rtol=0.01 atol=0.001)
w115:152	0	out[0] max|delta|=2.000e+00 (rtol=0.0 atol=0.0)
w114:737	0	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w115:242	1	out[1] non-finite mismatch (nan/inf positions differ)
w115:192	0	out[0] non-finite mismatch (nan/inf positions differ)
w115:237	1	out[1] max|delta|=6.000e+00 (rtol=0.0 atol=0.0)
w115:211	0	out[0] max|delta|=1.007e+01 (rtol=0.01 atol=0.001)
w115:275	0	out[0] max|delta|=1.164e+00 (rtol=0.01 atol=0.001)
w115:35	4	out[4] max|delta|=7.000e+00 (rtol=0.0 atol=0.0)
w115:366	0	out[0] non-finite mismatch (nan/inf positions differ)
w115:435	1	out[1] max|delta|=1.900e+01 (rtol=0.01 atol=0.001)
w115:354	0	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w115:345	0	out[0] max|delta|=4.600e-01 (rtol=0.01 atol=0.001)
w115:413	2	out[2] non-finite mismatch (nan/inf positions differ)
w115:43	3	out[3] max|delta|=7.129e-02 (rtol=0.01 atol=0.001)
w115:500	0	out[0] max|delta|=2.000e+00 (rtol=0.01 atol=0.001)
w115:474	3	out[3] max|delta|=1.953e-03 (rtol=0.01 atol=0.001)
w115:540	1	out[1] max|delta|=2.000e+00 (rtol=0.01 atol=0.001)
w115:570	2	out[2] max|delta|=3.701e-01 (rtol=0.01 atol=0.001)
w115:603	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w115:594	2	out[2] non-finite mismatch (nan/inf positions differ)
w115:704	1	out[1] non-finite mismatch (nan/inf positions differ)
w115:652	0	out[0] max|delta|=5.490e-01 (rtol=0.01 atol=0.001)
w115:631	0	out[0] max|delta|=3.291e-01 (rtol=0.01 atol=0.001)
w115:747	3	out[3] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w115:79	0	out[0] non-finite mismatch (nan/inf positions differ)
w116:137	1	out[1] max|delta|=2.306e+18 (rtol=0.0 atol=0.0)
w116:168	0	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
w116:282	0	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)
w116:2	3	out[3] max|delta|=2.683e-03 (rtol=0.01 atol=0.001)
w116:353	0	out[0] max|delta|=9.223e+18 (rtol=0.0 atol=0.0)
w116:267	0	out[0] non-finite mismatch (nan/inf positions differ)
w116:365	1	out[1] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)
