job_id	op	status	cm_bucket	cm_compute	cm_all	leaf_nonfinite	note
w57:688	fmod.Scalar	MISMATCH	NO-CM			False	
w58:615	full.out	SKIP	NO-CM			False	
w59:612	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w5:614	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w60:534	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w61:469	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w62:353	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w63:323	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w64:372	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w65:453	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w66:281	expand_copy	SKIP	NO-CM			False	
w67:195	expand_copy	SKIP	NO-CM			False	
w68:115	linear	CRASH	NO-CM			False	
w68:700	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w69:64	copy	SKIP	NO-CM			False	
w6:64	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w70:475	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w71:433	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w72:418	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w73:328	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w74:292	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w75:224	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w76:214	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w76:9	linear	CRASH	NO-CM			False	
w77:94	ones.out	SKIP	NO-CM			False	
w78:737	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w79:638	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w7:497	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w80:527	stack	SKIP	NO-CM			False	
w81:567	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w82:629	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w83:55	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w84:556	zeros.out	SKIP	NO-CM			False	
w85:496	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w86:478	stack	SKIP	NO-CM			False	
w87:411	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w88:35	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w89:317	remainder.Scalar	MISMATCH	NO-CM			False	
w8:26	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w90:278	stack	SKIP	NO-CM			False	
w91:183	ones.out	SKIP	NO-CM			False	
w92:262	stack	SKIP	NO-CM			False	
w93:150	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w94:175	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w94:758	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w95:655	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w96:631	linear	CRASH	NO-CM			False	
w97:580	arange.out	SKIP	NO-CM			False	
w98:523	full.out	SKIP	NO-CM			False	
w99:441	arange.out	SKIP	NO-CM			False	
w9:371	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w0:132	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w100:116	_fft_r2c	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w101:135	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w101:757	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w102:625	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w103:590	remainder.Tensor_out	MISMATCH	NO-CM			False	
w104:649	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w105:675	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w106:624	expand_copy	SKIP	NO-CM			False	
w107:531	_pdist_forward	SKIP	NO-CM			False	
w108:414	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w109:376	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w10:496	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w110:469	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w111:575	_pdist_forward	SKIP	NO-CM			False	
w112:543	stack	SKIP	NO-CM			False	
w113:424	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w114:221	ones.out	SKIP	NO-CM			False	
w115:135	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w115:694	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w116:614	max.dim_max	SKIP	NO-CM			False	
w117:542	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w118:480	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w119:418	transpose_copy.int	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w11:331	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w120:31	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w121:302	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w122:19	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w122:734	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w124:130	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w124:763	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w125:685	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w126:709	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w127:759	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w12:628	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w13:54	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w14:543	arange.start_out	SKIP	NO-CM			False	
w15:427	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w16:369	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w17:247	pixel_shuffle	SKIP	CM-COMPUTE	transpose	transpose	False	
w18:181	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w19:16	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w1:114	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w20:160	where.self	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w21:120	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w21:751	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w22:741	stack	SKIP	NO-CM			False	
w23:685	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w24:674	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w25:585	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w26:548	arange.start_out	SKIP	NO-CM			False	
w27:349	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w28:233	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w29:1	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w2:108	full.out	SKIP	NO-CM			False	
w2:77	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w30:67	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w31:630	linear	CRASH	NO-CM			False	
w32:624	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w33:440	zeros.out	SKIP	NO-CM			False	
w34:355	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w35:33	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w36:247	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w37:199	linear	CRASH	NO-CM			False	
w38:184	zeros.out	SKIP	NO-CM			False	
w39:103	remainder.Scalar_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w39:758	remainder.Scalar	MISMATCH	NO-CM			False	
w40:130	fmod.Scalar	MISMATCH	NO-CM			False	
w41:157	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w42:127	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w42:625	zeros.out	SKIP	NO-CM			False	
w43:615	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w44:642	fmod.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w45:749	expand_copy	SKIP	NO-CM			False	
w46:76	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w47:657	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w48:625	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w49:485	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w4:362	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w50:338	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w51:355	linear.out	CRASH	NO-CM			False	
w52:286	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w53:255	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w53:741	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w54:754	fmod.Scalar	MISMATCH	NO-CM			False	
w55:700	ones.out	SKIP	NO-CM			False	
w56:735	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w57:727	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w58:664	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w59:690	stack	SKIP	NO-CM			False	
w5:662	max.dim_max	SKIP	NO-CM			False	
w60:577	max.dim_max	SKIP	NO-CM			False	
w61:507	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w62:418	expand_copy	SKIP	NO-CM			False	
w63:398	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w64:48	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w65:494	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w66:353	div.out_mode	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w67:286	stack	SKIP	NO-CM			False	
w68:183	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	True	
w69:123	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w69:671	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w6:678	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w70:519	remainder.Scalar_out	MISMATCH	NO-CM			False	
w71:554	stack	SKIP	NO-CM			False	
w72:496	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w73:433	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w74:335	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w75:277	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w76:255	remainder.Tensor_out	MISMATCH	NO-CM			False	
w77:177	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w78:149	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w78:97	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w79:713	topk.values	SKIP	NO-CM			False	
w7:561	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w80:593	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w81:638	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w82:692	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w83:61	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w84:622	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w85:604	minimum.out	SKIP	CM-COMPUTE	minimum	minimum	False	
w86:573	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w87:507	copy	SKIP	NO-CM			False	
w88:371	zeros.out	SKIP	NO-CM			False	
w89:34	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w8:341	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w90:344	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w91:324	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w92:312	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w93:206	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w94:223	max.dim_max	SKIP	NO-CM			False	
w95:133	stack	SKIP	NO-CM			False	
w95:726	expand_copy	SKIP	NO-CM			False	
w96:673	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w97:668	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w98:654	zeros.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w99:505	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w9:436	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w0:144	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w100:119	logical_and.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w101:157	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w101:758	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w102:647	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w103:591	fmod.Scalar	MISMATCH	NO-CM			False	
w104:65	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w105:691	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w106:66	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w107:536	arange.out	SKIP	NO-CM			False	
w108:44	convolution	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w109:382	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w10:512	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w110:489	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w111:587	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w112:551	linear	CRASH	NO-CM			False	
w113:427	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w114:276	remainder.Scalar	MISMATCH	NO-CM			False	
w115:137	expand_copy	SKIP	NO-CM			False	
w115:710	remainder.Tensor_out	MISMATCH	NO-CM			False	
w116:621	native_group_norm	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w117:548	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w118:509	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w119:426	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w11:368	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w120:310	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w121:306	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w122:197	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w122:735	ones.out	SKIP	NO-CM			False	
w124:140	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w124:764	scatter_add.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w125:713	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w126:729	stack	SKIP	NO-CM			False	
w127:764	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w12:629	remainder.Scalar_out	MISMATCH	NO-CM			False	
w13:552	bitwise_left_shift.Tensor_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w14:549	scatter.value_out	SKIP	NO-CM			False	
w15:444	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w16:370	scatter_add.out	SKIP	NO-CM			False	
w17:255	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w18:185	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w19:171	bitwise_left_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w1:117	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w20:197	stack	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w21:147	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w21:98	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w22:751	zeros.out	SKIP	NO-CM			False	
w23:725	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w24:69	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w25:592	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w26:558	permute_copy	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w27:354	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w28:239	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w29:121	mul.out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w2:11	zeros.out	SKIP	NO-CM			False	
w2:91	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w30:674	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w31:632	zeros.out	SKIP	NO-CM			False	
w32:640	prod.int_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w33:441	min.dim_min	SKIP	NO-CM			False	
w34:356	min.dim_min	SKIP	NO-CM			False	
w35:330	bitwise_right_shift.Tensor_Scalar_out	MISMATCH	NO-CM			False	
w36:255	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w37:21	max_pool2d_with_indices_backward.grad_input	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w38:212	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w39:108	arange.start_out	SKIP	NO-CM			False	
w39:766	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w40:141	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w41:162	topk.values	SKIP	NO-CM			False	
w42:139	bitwise_left_shift.Tensor_out	MISMATCH	NO-CM			False	
w42:626	min.dim_min	SKIP	NO-CM			False	
w43:616	ones.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w44:664	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w45:78	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w46:760	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w47:672	stack	SKIP	NO-CM			False	
w48:637	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w49:490	linear.out	CRASH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w4:369	expand_copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w50:353	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w51:382	remainder.Scalar	MISMATCH	NO-CM			False	
w52:321	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w53:27	full.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w53:754	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w54:765	_pdist_forward	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w55:71	remainder.Scalar	MISMATCH	NO-CM			False	
w56:749	bitwise_right_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w57:733	fill.Scalar	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w58:680	prod.int_out	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w59:698	linear	CRASH	NO-CM			False	
w5:672	_pdist_forward	SKIP	NO-CM			False	
w60:592	arange.out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w61:51	pixel_unshuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w62:437	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w63:405	pixel_shuffle	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w64:509	index_put	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w65:5	arange.out	SKIP	NO-CM			False	
w66:369	topk.values	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w67:296	zeros.out	SKIP	NO-CM			False	
w68:202	linear.out	CRASH	NO-CM			False	
w69:131	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w69:712	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w6:684	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w70:524	arange.start_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor	False	
w71:564	zeros.out	SKIP	NO-CM			False	
w72:508	scatter.src_out	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w73:456	_fft_r2c	TIMEOUT	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w74:336	remainder.Scalar_out	MISMATCH	NO-CM			False	
w75:282	arange.out	SKIP	NO-CM			False	
w76:257	max.dim_max	SKIP	NO-CM			False	
w77:183	arange.start_out	SKIP	NO-CM			False	
w78:177	transpose_copy.int	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w79:155	transpose_copy.int	SKIP	CM-COMPUTE	transpose	dequantize_per_tensor,quantize_per_tensor,transpose	False	
w79:715	copy	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w7:583	bitwise_left_shift.Tensor_Scalar	MISMATCH	NO-CM			False	
w80:621	masked_scatter	MISMATCH	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	True	
w81:657	arange.start_out	SKIP	NO-CM			False	
w82:707	stack	SKIP	NO-CM			False	
w83:636	where.self	SKIP	CM-QUANT-ONLY		dequantize_per_tensor,quantize_per_tensor	False	
w84:641	linear.out	CRASH	NO-CM			False	
